|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y |     source_RA |       source_DEC | residual_aperture_sum |      instrmag |           alt |
| 262.31930890 |  -9.99066231 |  7.62 | I/239/hip_main | 391 |  451.774 |  482.038 | 262.321846001 |   -9.98584269688 |         4153.30310523 | 6.78825909948 | 33.1440784296 |
| 262.62208658 | -10.09618656 |  8.14 | I/239/hip_main | 452 |   440.28 |  480.752 | 262.618003336 |   -10.0945102527 |         2810.32801566 | 6.36416756456 | 33.1722174558 |
| 262.82423954 | -10.97130087 |  7.45 | I/239/hip_main | 338 |  419.075 |  506.588 | 262.816788541 |   -10.9731566962 |         4880.86307626 | 6.96351659373 | 32.4613089416 |
| 262.83893822 |   2.72446012 |  5.57 | I/239/hip_main |  32 |  651.412 |  45.6016 | 262.831260837 |    2.72280904854 |         29784.0925884 | 8.92723596573 |  44.625916443 |
| 262.87848859 |   1.67233263 |  7.18 | I/239/hip_main | 276 |  632.058 |   81.157 | 262.863931015 |    1.68100936504 |         5570.12541475 | 7.10693746674 | 43.7391215785 |
| 263.21132896 | -13.48206386 |  7.25 | I/239/hip_main | 187 |  363.656 |   584.14 |  263.21672107 |   -13.5053227215 |         5942.80351124 | 7.17725346072 | 30.3221242434 |
| 263.50995401 | -23.03127983 |  7.36 | I/239/hip_main | 154 |  192.254 |  903.142 | 263.488231522 |   -23.0270340225 |         5533.11102458 |  7.0996984941 | 21.6627109871 |
| 263.69312162 | -11.24200693 |  5.54 | I/239/hip_main |  30 |  385.555 |  501.247 | 263.702724086 |   -11.2486692641 |         28296.8359492 | 8.87161972499 | 32.5747732148 |
| 263.71964154 |  -1.60518169 |  7.95 | I/239/hip_main | 393 |  547.137 |  178.233 | 263.716073484 |    -1.5857714294 |         3242.60857151 | 6.51951134847 | 41.2776399123 |
| 263.82708859 | -22.04380131 |  6.47 | I/239/hip_main | 108 |  199.377 |   863.82 | 263.808537926 |   -22.0396229432 |         10935.2646093 |  7.8393482737 | 22.6889928035 |
| 263.96013048 |   0.99661675 |  7.55 | I/239/hip_main | 304 |  583.479 |   85.108 | 263.961144263 |    1.01496681712 |         5089.76633717 | 7.00901964514 | 43.6895123946 |
| 264.46133236 |  -8.11872126 |  4.58 | I/239/hip_main |  12 |  412.446 |  383.838 | 264.478854538 |   -8.09929716253 |         70021.4270658 | 9.85535242657 | 35.7581889854 |
| 264.50485500 |  -9.02997771 |  7.97 | I/239/hip_main | 464 |  395.945 |  413.643 | 264.518383185 |    -9.0143271194 |         3208.00178764 | 6.50786153657 | 34.9416116748 |
| 264.53963734 | -10.92624683 |  5.74 | I/239/hip_main |  41 |  362.983 |   476.78 | 264.554179916 |   -10.9296083935 |         24390.9398125 | 8.71034636884 | 33.2069400624 |
| 264.68695573 | -21.91262453 |  6.19 | I/239/hip_main |  82 |  174.061 |  846.194 | 264.672638516 |   -21.9132994192 |         14197.8290158 |  8.1228298867 |  23.103132468 |
| 264.76880446 |   2.05423488 |  7.74 | I/239/hip_main |  68 |  573.715 |  35.7365 | 264.770932546 |    2.03336045938 |          18310.626404 | 8.39903303679 | 44.9702515982 |
| 264.78532668 |   2.02810485 |  6.25 | I/239/hip_main |  68 |  573.715 |  35.7365 | 264.770932546 |    2.03336045938 |          18310.626404 | 8.39903303679 | 44.9702515982 |
| 264.86717997 | -11.26696424 |  7.92 | I/239/hip_main | 443 |  346.593 |  482.674 | 264.883057463 |     -11.26701407 |         2962.00721953 | 6.42124031434 | 33.0270306108 |
| 264.99042618 |  -0.63921294 |  6.51 | I/239/hip_main | 138 |  520.908 |  123.288 | 264.988966443 |  -0.614283267187 |          11895.388902 | 7.93072164556 | 42.7236677671 |
| 265.35381884 | -12.87517268 |  4.24 | I/239/hip_main |  18 |  303.714 |  529.049 | 265.369603452 |   -12.8917678758 |         92080.5026384 | 10.1526942358 | 31.7180841129 |
