|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y |     source_RA |      source_DEC | residual_aperture_sum |      instrmag |           alt |
| 303.56910667 |  15.19746767 |  4.94 | I/239/hip_main |  17 |  120.815 |  226.468 | 303.555356472 |    15.184898599 |         52073.4474597 | 9.53381585894 | 63.2072908524 |
| 303.71548352 |  10.47233974 |  7.03 | I/239/hip_main | 358 |  110.655 |  405.736 | 303.727341546 |    10.469826255 |           7354.941377 | 7.40872307129 | 58.6433286816 |
| 303.72261774 |   3.40684291 |  7.00 | I/239/hip_main | 322 |  104.963 |  673.297 | 303.730839046 |   3.39772364793 |         7664.90444287 | 7.45354189488 | 51.7903734832 |
| 303.75820774 |  13.08758964 |  7.62 | I/239/hip_main | 592 |  111.232 |  306.343 | 303.766857849 |   13.0868270271 |         4394.20712807 | 6.84947634312 | 61.1440543109 |
| 303.85051793 |  10.15341045 |  7.32 | I/239/hip_main | 385 |  105.252 |  417.545 | 303.863323895 |   10.1538457264 |         6236.41874243 | 7.22961320269 | 58.3029283056 |
| 303.86697194 |  13.64816071 |  7.83 | I/239/hip_main | 796 |  108.024 |  284.657 | 303.864177042 |   13.6516897909 |         3336.79847472 | 6.55059997831 | 61.6555624953 |
| 303.88548486 |   2.84656994 |  6.82 | I/239/hip_main | 260 |  98.1851 |   694.41 | 303.895046507 |    2.8418573513 |         9574.33397308 | 7.69504646383 | 51.2117604039 |
| 303.94040722 |  15.31714115 |  6.86 | I/239/hip_main | 286 |  107.448 |  220.962 |  303.91541343 |   15.3123415339 |         8836.17925854 | 7.60793632695 | 63.2199176166 |
| 304.02511695 |   4.58091965 |  6.44 | I/239/hip_main | 212 |  94.0971 |  628.326 | 304.037629822 |   4.57937693296 |          12228.502932 | 7.96070826257 | 52.8679766026 |
| 304.10832155 |  -1.49972862 |  7.22 | I/239/hip_main | 305 |  86.6741 |  861.403 | 304.099193164 |  -1.50269659317 |         6480.33290122 | 7.27126832399 | 46.9287496311 |
| 304.25124454 |   7.07172214 |  7.37 | I/239/hip_main | 510 |  88.3131 |  533.917 | 304.241698829 |   7.06844847406 |         4525.75480092 | 6.88150258449 | 55.2283619486 |
| 304.25188501 |   8.96320144 |  6.51 | I/239/hip_main | 177 |  89.1105 |  462.275 | 304.262151844 |   8.96104151243 |          13250.273414 | 8.04783713215 | 57.0481422222 |
| 304.58242543 |   3.68073238 |  7.34 | I/239/hip_main | 493 |  72.0893 |  662.386 |  304.58790074 |   3.67795480677 |         5820.35560405 | 7.15464883098 | 51.8602711313 |
| 304.65607560 |   0.64107378 |  6.92 | I/239/hip_main | 215 |  67.1342 |  778.094 |  304.64705705 |  0.655037782048 |         9238.05617016 | 7.65622652892 |   48.91062459 |
| 304.75287551 |   2.23341824 |  7.35 | I/239/hip_main | 368 |  64.8432 |  717.472 | 304.741810787 |   2.23422658565 |         5551.80340699 | 7.10336023019 | 50.4225473829 |
| 304.78823096 |  14.38417380 |  7.20 | I/239/hip_main | 141 |  73.5011 |  255.923 |   304.7966401 |   14.3620199413 |         14838.5800118 | 8.17075588957 | 62.0450332892 |
| 304.87210564 |  13.21681049 |  6.20 | I/239/hip_main | 150 |  70.1837 |  300.198 | 304.856828639 |   13.2039456537 |         13980.9716823 |  8.1061184227 |  60.930670919 |
| 305.00079670 |  13.54810109 |  5.96 | I/239/hip_main |  78 |  65.8089 |  287.318 | 304.980221549 |   13.5350965024 |         19824.0298093 | 8.48525488772 | 61.2053682243 |
| 305.04142121 |  11.46940938 |  6.63 | I/239/hip_main | 268 |  61.8617 |  366.299 | 305.034375387 |   11.4647758998 |         10532.5063813 | 7.79860435983 | 59.2248730025 |
| 305.10703250 |   7.61480680 |  7.25 | I/239/hip_main | 475 |  55.4717 |  512.802 | 305.109136165 |   7.60664505239 |         5755.43874951 |  7.1424711236 |  55.515110101 |
| 305.40079063 |  10.99179984 |  7.58 | I/239/hip_main | 659 |  47.7014 |  383.928 | 305.393696022 |   10.9887033988 |         4364.97168085 | 6.84222860859 | 58.6629705846 |
| 305.40159417 |   1.67090551 |  7.50 | I/239/hip_main | 503 |   39.554 |  738.783 | 305.376562145 |    1.6770159747 |         4323.69221325 | 6.83191195916 | 49.7263467575 |
| 305.48791547 |   7.17164797 |  7.43 | I/239/hip_main | 564 |  40.7049 |   529.31 | 305.481229311 |   7.16335207255 |         5008.75819756 | 6.99160019809 | 54.9856233223 |
| 305.79462251 |   5.34307747 |  5.30 | I/239/hip_main |  49 |  27.2445 |   598.36 | 305.782868255 |   5.34337120447 |         36955.8478447 | 9.16148295841 | 53.1548843616 |
| 305.81560049 |  11.08513055 |  7.56 | I/239/hip_main | 555 |  32.1671 |  380.115 | 305.801371897 |   11.0732903738 |         5383.45429308 | 7.06992760785 | 58.6163750178 |
| 305.86247205 |  10.36313299 |  6.70 | I/239/hip_main | 238 |  29.5545 |  407.009 | 305.851206547 |   10.3664417505 |         10856.0531131 | 7.83145493111 | 57.9308807185 |
| 305.95208299 |   6.62285484 |  7.60 | I/239/hip_main | 582 |  22.1323 |  549.412 | 305.947030592 |   6.62465207959 |         4492.35907312 | 6.87346118758 | 54.3366235465 |
| 306.13849198 |   5.50948086 |  7.24 | I/239/hip_main | 448 |  14.1491 |  591.662 | 306.123347295 |   5.51310357894 |         6181.93812192 | 7.22008666672 |  53.221769907 |
| 306.15957304 |   8.59750375 |  6.77 | I/239/hip_main | 295 |  16.5105 |  474.038 | 306.143322117 |   8.59810209752 |         10004.3687948 | 7.74274926481 | 56.1611212009 |
| 306.24568268 |   9.19495562 |  7.61 | I/239/hip_main | 634 |  14.1141 |  450.917 | 306.221212346 |   9.20213973925 |         4347.57371294 | 6.83789241798 | 56.7109937403 |
| 306.26688454 |   7.47330633 |  7.77 | I/239/hip_main | 729 |  11.3222 |  517.204 | 306.247167839 |   7.46264254268 |         3862.15931177 | 6.70935049302 |  55.048565908 |
